Ticker,Quandl_Code,Name,Exchange,Last Trade Date
ALRS,EOD/ALRS,Alerus Financial Corporation,NASDAQ,3/19/2020
ALSK,EOD/ALSK,Alaska Communications Systems Group Inc.,NASDAQ,3/19/2020
ALSN,EOD/ALSN,Allison Transmission Holdings Inc.,NYSE,3/19/2020
ALT,EOD/ALT,Altimmune Inc.,NYSE MKT,3/19/2020
ALTG,EOD/BRPM,Alta Equipment Group Inc. Class A,NYSE,3/19/2020
ALTG.WS,EOD/ALTG_WS,Alta Equipment Group Inc. Warrants,NYSE,3/19/2020
ALTM,EOD/ALTM,Altus Midstream Company,NASDAQ,3/19/2020
ALTR,EOD/ALTR,Altair Engineering Inc.,NASDAQ,3/19/2020
ALTY,EOD/ALTY,Global X SuperDividend Alternatives ETF,NASDAQ,3/19/2020
ALUS,EOD/ALUS,Alussa Energy Acquisition Corp - Ordinary Shares - Class A,NYSE,3/19/2020
ALUS.U,EOD/ALUS_U,Alussa Energy Acquisition Corp. Units each consisting of one Class A Ordinary Share and one-half of one redeemable warrant,NYSE,3/19/2020
ALUS.WS,EOD/ALUS_WS,Alussa Energy Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one Ordinary Share at an exercise price of $11.50,NYSE,3/19/2020
ALV,EOD/ALV,Autoliv Inc.,NYSE,3/19/2020
ALX,EOD/ALX,Alexander's Inc.,NYSE,3/19/2020
ALXN,EOD/ALXN,Alexion Pharmaceuticals Inc.,NASDAQ,3/19/2020
ALYA,EOD/ALYA,Alithya Group inc.,NASDAQ,3/19/2020
AM,EOD/AM,Antero Midstream Corporation,NYSE,3/19/2020
AMAG,EOD/AMAG,AMAG Pharmaceuticals Inc.,NASDAQ,3/19/2020
AMAL,EOD/AMAL,Amalgamated Bank,NASDAQ,3/19/2020
AMAT,EOD/AMAT,Applied Materials Inc.,NASDAQ,3/19/2020
AMBA,EOD/AMBA,Ambarella Inc.,NASDAQ,3/19/2020
AMBC,EOD/AMBC,Ambac Financial Group Inc.,NASDAQ,3/19/2020
AMBC.WS,EOD/AMBC_WS,Ambac Financial Group Inc. Warrants,NYSE,3/19/2020
AMBCW,EOD/AMBCW,AMBAC Financial Group Inc. - Warrants (30/04/2023),NASDAQ,1/31/2020
AMBO,EOD/AMBO,Ambow Education Holding Ltd. American Depository Shares each representing two Class A,NYSE MKT,3/19/2020
AMC,EOD/AMC,AMC Entertainment Holdings Inc. Class A,NYSE,3/19/2020
AMCA,EOD/AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,NASDAQ,3/19/2020
AMCI,EOD/AMCI,AMCI Acquisition Corp.,NASDAQ,3/19/2020
AMCIU,EOD/AMCIU,AMCI Acquisition Corp. Unit,NASDAQ,3/19/2020
AMCIW,EOD/AMCIW,AMCI Acquisition Corp. Warrant,NASDAQ,3/19/2020
AMCR,EOD/AMCR,Amcor plc,NYSE,3/19/2020
AMCX,EOD/AMCX,AMC Networks Inc.,NASDAQ,3/19/2020
AMD,EOD/AMD,Advanced Micro Devices Inc.,NYSE,3/19/2020
AME,EOD/AME,AMETEK Inc.,NYSE,3/19/2020
AMED,EOD/AMED,Amedisys Inc,NASDAQ,3/19/2020
AMEH,EOD/AMEH,Apollo Medical Holdings Inc.,NASDAQ,3/19/2020
AMG,EOD/AMG,Affiliated Managers Group Inc.,NYSE,3/19/2020
AMGN,EOD/AMGN,Amgen Inc.,NASDAQ,3/19/2020
AMH,EOD/AMH,American Homes 4 Rent of Beneficial Interest,NYSE,3/19/2020
AMH.P.D,EOD/AMH_P_D,American Homes 4 Rent 6.5% Series D Cumulative Perpetual Preferred Shares of Beneficial Interest,NYSE,3/19/2020
AMH.P.E,EOD/AMH_P_E,American Homes 4 Rent 6.35% Series E Cumulative Redeemable Perpetual Preferred Shares of Beneficial Interest,NYSE,3/19/2020
AMH.P.F,EOD/AMH_P_F,American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares,NYSE,3/19/2020
AMH.P.G,EOD/AMH_P_G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,NYSE,3/19/2020
AMH.P.H,EOD/AMH_P_H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,NYSE,3/19/2020
AMHC,EOD/AMHC,Amplitude Healthcare Acquisition Corporation,NASDAQ,3/19/2020
AMHCU,EOD/AMHCU,Amplitude Healthcare Acquisition Corporation Unit,NASDAQ,3/19/2020
AMHCW,EOD/AMHCW,Amplitude Healthcare Acquisition Corporation Warrant,NASDAQ,3/13/2020
AMJ,EOD/AMJ,JPMorgan Chase Capital XVI JP Morgan Alerian MLP ETN,NYSE Arca,3/19/2020
AMJL,EOD/AMJL,Credit Suisse X-Links Monthly Pay 2xLeveraged Alerian MLP Index Exchange Traded Notes due May 16 2036,NYSE Arca,3/18/2020
AMK,EOD/AMK,AssetMark Financial Holdings Inc.,NYSE,3/19/2020
AMKR,EOD/AMKR,Amkor Technology Inc.,NASDAQ,3/19/2020
AMLP,EOD/AMLP,Alerian MLP,NYSE Arca,3/19/2020
AMN,EOD/AMN,AMN Healthcare Services Inc,NYSE,3/19/2020
AMNB,EOD/AMNB,American National Bankshares Inc.,NASDAQ,3/19/2020
AMOM,EOD/AMOM,QRAFT AI-Enhanced U.S. Large Cap Momentum,NYSE Arca,3/19/2020
AMOT,EOD/AMOT,Allied Motion Technologies Inc.,NASDAQ,3/19/2020
AMOV,EOD/AMOV,America Movil S.A.B. de C.V. Class An Depositary Shares,NASDAQ,3/19/2020
AMP,EOD/AMP,Ameriprise Financial Inc.,NYSE,3/19/2020
AMPE,EOD/AMPE,Ampio Pharmaceuticals Inc.,NYSE MKT,3/19/2020
AMPH,EOD/AMPH,Amphastar Pharmaceuticals Inc.,NASDAQ,3/19/2020
AMPY,EOD/MPO,Amplify Energy Corp.,NYSE,3/19/2020
AMRB,EOD/AMRB,American River Bankshares,NASDAQ,3/19/2020
AMRC,EOD/AMRC,Ameresco Inc. Class A,NYSE,3/19/2020
AMRH,EOD/AMRH,Ameri Holdings Inc.,NASDAQ,3/19/2020
AMRHW,EOD/AMRHW,Ameri Holdings Inc. Warrant,NASDAQ,3/17/2020
AMRK,EOD/AMRK,A-Mark Precious Metals Inc.,NASDAQ,3/19/2020
AMRN,EOD/AMRN,Amarin Corporation plc,NASDAQ,3/19/2020
AMRS,EOD/AMRS,Amyris Inc.,NASDAQ,3/19/2020
AMRX,EOD/AMRX,Amneal Pharmaceuticals Inc. Class A,NASDAQ,3/19/2020
AMS,EOD/AMS,American Shared Hospital Services,NYSE MKT,3/19/2020
AMSC,EOD/AMSC,American Superconductor Corporation,NASDAQ,3/19/2020
AMSF,EOD/AMSF,AMERISAFE Inc.,NASDAQ,3/19/2020
AMSWA,EOD/AMSWA,American Software Inc. Class A Common Stock,NASDAQ,3/19/2020
AMT,EOD/AMT,American Tower Corporation (REIT),NYSE,3/19/2020
AMTB,EOD/AMTB,Amerant Bancorp Inc.,NASDAQ,3/19/2020
AMTBB,EOD/AMTBB,Amerant Bancorp Inc. Class B Common Stock,NASDAQ,3/19/2020
AMTD,EOD/AMTD,TD Ameritrade Holding Corporation,NYSE,3/19/2020
AMTX,EOD/AMTX,Aemetis Inc,NASDAQ,3/19/2020
AMU,EOD/AMU,ETRACS Alerian MLP Index ETN,NYSE Arca,3/19/2020
AMUB,EOD/AMUB,ETRACS Alerian MLP Index ETN Series B due July 18 2042,NYSE Arca,3/19/2020
AMWD,EOD/AMWD,American Woodmark Corporation,NASDAQ,3/19/2020
AMX,EOD/AMX,America Movil S.A.B. de C.V.n Depository Receipt Series L,NYSE,3/19/2020
AMZA,EOD/AMZA,InfraCap MLP,NYSE Arca,3/19/2020
AMZN,EOD/AMZN,Amazon.com Inc.,NASDAQ,3/19/2020
AN,EOD/AN,AutoNation Inc.,NYSE,3/19/2020
ANAB,EOD/ANAB,AnaptysBio Inc.,NASDAQ,3/19/2020
ANAT,EOD/ANAT,American National Insurance Company,NASDAQ,3/19/2020
ANCN,EOD/ANCN,Anchiano Therapeutics Ltd.,NASDAQ,3/19/2020
ANDA,EOD/ANDA,Andina Acquisition Corp. III,NASDAQ,3/19/2020
ANDAR,EOD/ANDAR,Andina Acquisition Corp. III Right,NASDAQ,3/18/2020
ANDAU,EOD/ANDAU,Andina Acquisition Corp. III Unit,NASDAQ,3/18/2020
ANDAW,EOD/ANDAW,Andina Acquisition Corp. III Warrant,NASDAQ,3/19/2020
ANDE,EOD/ANDE,The Andersons Inc.,NASDAQ,3/19/2020
ANET,EOD/ANET,Arista Networks Inc.,NYSE,3/19/2020
ANF,EOD/ANF,Abercrombie & Fitch Company,NYSE,3/19/2020
ANGI,EOD/ANGI,ANGI Homeservices Inc.,NASDAQ,3/19/2020
ANGL,EOD/ANGL,VanEck Vectors Fallen Angel High Yield Bond ETF,NYSE Arca,3/19/2020
ANGO,EOD/ANGO,AngioDynamics Inc.,NASDAQ,3/19/2020
ANH,EOD/ANH,Anworth Mortgage Asset Corporation,NYSE,3/19/2020
ANH.P.A,EOD/ANH_P_A,Anworth Mortgage Asset Corporation Series A Preferred Stock,NYSE,3/19/2020
ANH.P.B,EOD/ANH_P_B,Anworth Mortgage Asset Corporation Preferred Stock Series B 6.25%,NYSE,3/19/2020
ANH.P.C,EOD/ANH_P_C,Anworth Mortgage Asset Corporation 7.625% Series C Cumulative Redeemable Preferred Stock,NYSE,3/19/2020
ANIK,EOD/ANIK,Anika Therapeutics Inc.,NASDAQ,3/19/2020
ANIP,EOD/ANIP,ANI Pharmaceuticals Inc.,NASDAQ,3/19/2020
ANIX,EOD/ANIX,Anixa Biosciences Inc.,NASDAQ,3/19/2020
ANPC,EOD/ANPC,AnPac Bio-Medical Science Co. Ltd.,NASDAQ,3/19/2020
ANSS,EOD/ANSS,ANSYS Inc.,NASDAQ,3/19/2020
ANTE,EOD/ANTE,AirNet Technology Inc.,NASDAQ,3/19/2020
ANTM,EOD/ANTM,Anthem Inc.,NYSE,3/19/2020
ANVS,EOD/ANVS,Annovis Bio Inc.,NYSE MKT,3/19/2020
ANY,EOD/ANY,Sphere 3D Corp.,NASDAQ,3/19/2020
AOA,EOD/AOA,iShares Core Aggressive Allocation,NYSE Arca,3/19/2020
AOBC,EOD/AOBC,American Outdoor Brands Corporation,NASDAQ,3/19/2020
AOD,EOD/AOD,Aberdeen Total Dynamic Dividend Fund,NYSE,3/19/2020
AOIL,EOD/AOIL,Aberdeen Standard Bloomberg WTI Crude Oil Strategy K-1 Free,NYSE Arca,2/14/2020
AOK,EOD/AOK,iShares Core Conservative Allocation,NYSE Arca,3/19/2020
AOM,EOD/AOM,iShares Core Moderate Allocation,NYSE Arca,3/19/2020
AON,EOD/AON,Aon plc Class A (UK),NYSE,3/19/2020
AOR,EOD/AOR,iShares Core Growth Allocation,NYSE Arca,3/19/2020
AOS,EOD/AOS,A.O. Smith Corporation,NYSE,3/19/2020
AOSL,EOD/AOSL,Alpha and Omega Semiconductor Limited,NASDAQ,3/19/2020
AP,EOD/AP,Ampco-Pittsburgh Corporation,NYSE,3/19/2020
APA,EOD/APA,Apache Corporation,NYSE,3/19/2020
APAM,EOD/APAM,Artisan Partners Asset Management Inc. Class A,NYSE,3/19/2020
APD,EOD/APD,Air Products and Chemicals Inc.,NYSE,3/19/2020
APDN,EOD/APDN,Applied DNA Sciences Inc.,NASDAQ,3/19/2020
APEI,EOD/APEI,American Public Education Inc.,NASDAQ,3/19/2020
APEN,EOD/APEN,Apollo Endosurgery Inc.,NASDAQ,3/19/2020
APEX,EOD/APEX,Apex Global Brands Inc.,NASDAQ,3/19/2020
APH,EOD/APH,Amphenol Corporation,NYSE,3/19/2020
APHA,EOD/APHA,Aphria Inc.,NYSE,3/19/2020
APLE,EOD/APLE,Apple Hospitality REIT Inc.,NYSE,3/19/2020
APLS,EOD/APLS,Apellis Pharmaceuticals Inc.,NASDAQ,3/19/2020
APLT,EOD/APLT,Applied Therapeutics Inc.,NASDAQ,3/19/2020
APM,EOD/APM,Aptorum Group Limited,NASDAQ,3/19/2020
APO,EOD/APO,Apollo Global Management Inc. Class A,NYSE,3/19/2020
APO.P.A,EOD/APO_P_A,Apollo Global Management Inc. 6.375% Series A Preferred Shares,NYSE,3/19/2020
APO.P.B,EOD/APO_P_B,Apollo Global Management Inc 6.375% Series B Preferred Shares,NYSE,3/19/2020
APOG,EOD/APOG,Apogee Enterprises Inc.,NASDAQ,3/19/2020
APOP,EOD/APOP,Cellect Biotechnology Ltd.,NASDAQ,3/19/2020
APOPW,EOD/APOPW,Cellect Biotechnology Ltd. Warrants to Purchase ADR (1 WT and $7.50 to purchase 0.2 ADS),NASDAQ,3/19/2020
APPF,EOD/APPF,AppFolio Inc.,NASDAQ,3/19/2020
APPN,EOD/APPN,Appian Corporation,NASDAQ,3/19/2020
APPS,EOD/APPS,Digital Turbine Inc.,NASDAQ,3/19/2020
APRE,EOD/APRE,Aprea Therapeutics Inc.,NASDAQ,3/19/2020
APRN,EOD/APRN,Blue Apron Holdings Inc. Class A,NYSE,3/19/2020
APT,EOD/APT,Alpha Pro Tech Ltd.,NYSE MKT,3/19/2020
APTO,EOD/APTO,Aptose Biosciences Inc.,NASDAQ,3/19/2020
APTS,EOD/APTS,Preferred Apartment Communities Inc.,NYSE MKT,3/19/2020
APTV,EOD/APTV,Aptiv PLC,NYSE,3/19/2020
APTX,EOD/APTX,Aptinyx Inc.,NASDAQ,3/19/2020
APVO,EOD/APVO,Aptevo Therapeutics Inc.,NASDAQ,3/19/2020
APWC,EOD/APWC,Asia Pacific Wire & Cable Corporation Limited,NASDAQ,3/19/2020
APXT,EOD/APXT,Apex Technology Acquisition Corporation,NASDAQ,3/19/2020
APXTU,EOD/APXTU,Apex Technology Acquisition Corporation Unit,NASDAQ,3/19/2020
APXTW,EOD/APXTW,Apex Technology Acquisition Corporation Warrant,NASDAQ,3/19/2020
APY,EOD/APY,Apergy Corporation,NYSE,3/19/2020
APYX,EOD/APYX,Apyx Medical Corporation,NYSE MKT,3/19/2020
AQB,EOD/AQB,AquaBounty Technologies Inc.,NASDAQ,3/19/2020
AQMS,EOD/AQMS,Aqua Metals Inc.,NASDAQ,3/19/2020
AQN,EOD/AQN,Algonquin Power & Utilities Corp.,NYSE,3/19/2020
AQNA,EOD/AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078,NYSE,3/19/2020
AQNB,EOD/AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,NYSE,3/19/2020
AQST,EOD/AQST,Aquestive Therapeutics Inc.,NASDAQ,3/19/2020
AQUA,EOD/AQUA,Evoqua Water Technologies Corp.,NYSE,3/19/2020
AR,EOD/AR,Antero Resources Corporation,NYSE,3/19/2020
ARA,EOD/ARA,American Renal Associates Holdings Inc,NYSE,3/19/2020
ARAV,EOD/ARAV,Aravive Inc.,NASDAQ,3/19/2020
ARAY,EOD/ARAY,Accuray Incorporated,NASDAQ,3/19/2020
ARC,EOD/ARC,ARC Document Solutions Inc.,NYSE,3/19/2020
ARCB,EOD/ARCB,ArcBest Corporation,NASDAQ,3/19/2020
ARCC,EOD/ARCC,Ares Capital Corporation,NASDAQ,3/19/2020
ARCE,EOD/ARCE,Arco Platform Limited,NASDAQ,3/19/2020
ARCH,EOD/ARCH,Arch Coal Inc. Class A,NYSE,3/19/2020
ARCO,EOD/ARCO,Arcos Dorados Holdings Inc. Class A Shares,NYSE,3/19/2020
ARCT,EOD/ARCT,Arcturus Therapeutics Holdings Inc.,NASDAQ,3/19/2020
ARD,EOD/ARD,Ardagh Group S.A.,NYSE,3/19/2020
ARDC,EOD/ARDC,Ares Dynamic Credit Allocation Fund Inc.,NYSE,3/19/2020
ARDS,EOD/ARDS,Aridis Pharmaceuticals Inc.,NASDAQ,3/19/2020
ARDX,EOD/ARDX,Ardelyx Inc.,NASDAQ,3/19/2020
ARE,EOD/ARE,Alexandria Real Estate Equities Inc.,NYSE,3/19/2020
AREC,EOD/AREC,American Resources Corporation,NASDAQ,3/19/2020
ARES,EOD/ARES,Ares Management Corporation Class A,NYSE,3/19/2020
ARES.P.A,EOD/ARES_P_A,Ares Management Corporation 7.00% Series A Preferred Stock,NYSE,3/19/2020
ARGD,EOD/ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,NYSE,3/19/2020
ARGO,EOD/ARGO,Argo Group International Holdings Ltd.,NASDAQ,3/19/2020
ARGT,EOD/ARGT,Global X MSCI Argentina,NYSE Arca,3/19/2020
ARGX,EOD/ARGX,argenx SE,NASDAQ,3/19/2020
ARI,EOD/ARI,Apollo Commercial Real Estate Finance Inc,NYSE,3/19/2020
ARKF,EOD/ARKF,ARK Fintech Innovation,NYSE Arca,3/19/2020
ARKK,EOD/ARKK,ARK Innovation,NYSE Arca,3/19/2020
ARKR,EOD/ARKR,Ark Restaurants Corp.,NASDAQ,3/19/2020
ARKW,EOD/ARKW,ARK Next Generation Internet,NYSE Arca,3/19/2020
ARL,EOD/ARL,American Realty Investors Inc.,NYSE,3/19/2020
ARLO,EOD/ARLO,Arlo Technologies Inc.,NYSE,3/19/2020
ARLP,EOD/ARLP,Alliance Resource Partners L.P.,NASDAQ,3/19/2020
ARMK,EOD/ARMK,Aramark,NYSE,3/19/2020
ARMP,EOD/ARMP,Armata Pharmaceuticals Inc.,NYSE MKT,3/19/2020
ARMR,EOD/ARMR,Exchange Listed Funds Trust Armor US Equity Index,NYSE Arca,3/19/2020
ARNA,EOD/ARNA,Arena Pharmaceuticals Inc.,NASDAQ,3/19/2020
ARNC,EOD/ARNC,Arconic Inc.,NYSE,3/19/2020
ARNC.P,EOD/ARNC_P,Arconic Inc. $3.75 Preferred Stock,NYSE MKT,3/19/2020
AROC,EOD/AROC,Archrock Inc.,NYSE,3/19/2020
AROW,EOD/AROW,Arrow Financial Corporation,NASDAQ,3/19/2020
ARPO,EOD/ARPO,Aerpio Pharmaceuticals Inc.,NASDAQ,3/19/2020
ARQT,EOD/ARQT,Arcutis Biotherapeutics Inc.,NASDAQ,3/19/2020
ARR,EOD/ARR,ARMOUR Residential REIT Inc.,NYSE,3/19/2020
ARR.P.B,EOD/ARR_P_B,ARMOUR Residential REIT Inc. Preferred Series B,NYSE,2/6/2020
ARR.P.B.CL,EOD/ARR_P_B_CL,ARMOUR Residential REIT Inc. Preferred Series B,NYSE,2/26/2020
ARR.P.C,EOD/ARR_P_C,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share),NYSE,3/19/2020
ARTL,EOD/ARTL,Artelo Biosciences Inc.,NASDAQ,3/19/2020
ARTLW,EOD/ARTLW,Artelo Biosciences Inc. Warrant,NASDAQ,3/19/2020
ARTNA,EOD/ARTNA,Artesian Resources Corporation Class A Non-Voting Common Stock,NASDAQ,3/19/2020
ARTW,EOD/ARTW,Art's-Way Manufacturing Co. Inc.,NASDAQ,3/19/2020
ARVN,EOD/ARVN,Arvinas Inc.,NASDAQ,3/19/2020
ARW,EOD/ARW,Arrow Electronics Inc.,NYSE,3/19/2020
ARWR,EOD/ARWR,Arrowhead Pharmaceuticals Inc.,NASDAQ,3/19/2020
ARYA,EOD/ARYA,ARYA Sciences Acquisition Corp.,NASDAQ,3/19/2020
ARYAU,EOD/ARYAU,ARYA Sciences Acquisition Corp. Unit,NASDAQ,3/13/2020
ARYAW,EOD/ARYAW,ARYA Sciences Acquisition Corp. Warrant,NASDAQ,3/17/2020
ASA,EOD/ASA,ASA Gold and Precious Metals Limited,NYSE,3/19/2020
ASB,EOD/ASB,Associated Banc-Corp,NASDAQ,3/19/2020
ASB.P.C,EOD/ASB_P_C,Associated Banc-Corp Depositary shares Series C,NYSE,3/19/2020
ASB.P.D,EOD/ASB_P_D,Associated Banc-Corp Depositary Shares Series D,NYSE,3/19/2020
ASB.P.E,EOD/ASB_P_E,Associated Banc-Corp Depositary Shares Series E,NYSE,3/19/2020
ASC,EOD/ASC,Ardmore Shipping Corporation,NYSE,3/19/2020
ASEA,EOD/ASEA,Global X FTSE Southeast Asia,NYSE Arca,3/19/2020
ASET,EOD/ASET,FlexShares Real Assets Allocation Index Fund,NASDAQ,3/19/2020
ASFI,EOD/ASFI,Asta Funding Inc.,NASDAQ,3/19/2020
ASG,EOD/ASG,Liberty All-Star Growth Fund Inc.,NYSE,3/19/2020
ASGN,EOD/ASGN,ASGN Incorporated,NYSE,3/19/2020
ASH,EOD/ASH,Ashland Global Holdings Inc.,NYSE,3/19/2020
ASHR,EOD/ASHR,Xtrackers Harvest CSI 300 China A-Shares,NYSE Arca,3/19/2020
ASHS,EOD/ASHS,Xtrackers Harvest CSI 500 China A-Shares Small Cap,NYSE Arca,3/19/2020
ASHX,EOD/ASHX,Xtrackers MSCI China A Inclusion Equity,NYSE Arca,3/19/2020
ASIX,EOD/ASIX,AdvanSix Inc.,NYSE,3/19/2020
ASLN,EOD/ASLN,ASLAN Pharmaceuticals Limited,NASDAQ,3/19/2020
ASM,EOD/ASM,Avino Silver & Gold Mines Ltd. (Canada),NYSE MKT,3/19/2020
ASMB,EOD/ASMB,Assembly Biosciences Inc.,NASDAQ,3/19/2020
ASML,EOD/ASML,ASML Holding N.V.,NASDAQ,3/19/2020
ASNA,EOD/ASNA,Ascena Retail Group Inc.,NASDAQ,3/19/2020
ASND,EOD/ASND,Ascendis Pharma A/S,NASDAQ,3/19/2020
ASPN,EOD/ASPN,Aspen Aerogels Inc.,NYSE,3/19/2020
ASPS,EOD/ASPS,Altisource Portfolio Solutions S.A.,NASDAQ,3/19/2020
ASPU,EOD/ASPU,Aspen Group Inc.,NASDAQ,3/19/2020
ASR,EOD/ASR,Grupo Aeroportuario del Sureste S.A. de C.V.,NYSE,3/19/2020
ASRT,EOD/ASRT,Assertio Therapeutics Inc.,NASDAQ,3/19/2020
ASRV,EOD/ASRV,AmeriServ Financial Inc.,NASDAQ,3/19/2020
ASRVP,EOD/ASRVP,AmeriServ Financial Inc. AmeriServ Financial Trust I,NASDAQ,3/19/2020
ASTC,EOD/ASTC,Astrotech Corporation,NASDAQ,3/19/2020
ASTE,EOD/ASTE,Astec Industries Inc.,NASDAQ,3/19/2020
ASUR,EOD/ASUR,Asure Software Inc,NASDAQ,3/19/2020
ASX,EOD/ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two),NYSE,3/19/2020
ASYS,EOD/ASYS,Amtech Systems Inc.,NASDAQ,3/19/2020
AT,EOD/AT,Atlantic Power Corporation (Canada),NYSE,3/19/2020
ATAX,EOD/ATAX,America First Multifamily Investors L.P.,NASDAQ,3/19/2020
ATCO,EOD/SSW,Atlas Corp.,NYSE,3/19/2020
ATCO.P.D,EOD/ATCO_P_D,Atlas Corp. 7.95% Series D,NYSE,3/19/2020
ATCO.P.E,EOD/ATCO_P_E,Atlas Corp. 8.25% Series E,NYSE,3/19/2020
ATCO.P.G,EOD/ATCO_P_G,Atlas Corp. 8.20% Series G,NYSE,3/19/2020
ATCO.P.H,EOD/ATCO_P_H,Atlas Corp. 7.875% Series H,NYSE,3/19/2020
ATCO.P.I,EOD/ATCO_P_I,Atlas Corp. Series I Fixed-to-Floating,NYSE,3/19/2020
ATCX,EOD/BWMC,Atlas Technical Consultants Inc.,NASDAQ,3/19/2020
ATCXW,EOD/ATCXW,Atlas Technical Consultants Inc. Warrant,NASDAQ,3/19/2020
ATEC,EOD/ATEC,Alphatec Holdings Inc.,NASDAQ,3/19/2020
ATEN,EOD/ATEN,A10 Networks Inc.,NYSE,3/19/2020
ATEST,EOD/ATEST,ATEST,NYSE MKT,3/19/2020
ATEST.C,EOD/ATEST_C,ATEST.C,NYSE MKT,3/19/2020
ATEST.G,EOD/ATEST_G,ATEST.G,NYSE MKT,3/19/2020
ATEX,EOD/ATEX,Anterix Inc.,NASDAQ,3/19/2020
ATGE,EOD/ATGE,Adtalem Global Education Inc.,NYSE,3/19/2020
ATH,EOD/ATH,Athene Holding Ltd. Class A,NYSE,3/19/2020
ATH.P.A,EOD/ATH_P_A,Athene Holding Ltd. Depositary Shares Series A,NYSE,3/19/2020
ATH.P.B,EOD/ATH_P_B,Athene Holding Ltd. Depositary Shares Series B,NYSE,3/19/2020
ATHE,EOD/ATHE,Alterity Therapeutics Limited,NASDAQ,3/19/2020
ATHM,EOD/ATHM,Autohome Inc. American Depositary Shares each representing one class A.,NYSE,3/19/2020
ATHX,EOD/ATHX,Athersys Inc.,NASDAQ,3/19/2020
ATI,EOD/ATI,Allegheny Technologies Incorporated,NYSE,3/19/2020
ATIF,EOD/ATIF,ATIF Holdings Limited,NASDAQ,3/19/2020
ATKR,EOD/ATKR,Atkore International Group Inc.,NYSE,3/19/2020
ATLC,EOD/ATLC,Atlanticus Holdings Corporation,NASDAQ,3/19/2020
ATLO,EOD/ATLO,Ames National Corporation,NASDAQ,3/19/2020
ATNI,EOD/ATNI,ATN International Inc.,NASDAQ,3/19/2020
ATNM,EOD/ATNM,Actinium Pharmaceuticals Inc. (Delaware),NYSE MKT,3/19/2020
ATNX,EOD/ATNX,Athenex Inc.,NASDAQ,3/19/2020
ATO,EOD/ATO,Atmos Energy Corporation,NYSE,3/19/2020
ATOM,EOD/ATOM,Atomera Incorporated,NASDAQ,3/19/2020
ATOS,EOD/ATOS,Atossa Therapeutics Inc.,NASDAQ,3/19/2020
ATR,EOD/ATR,AptarGroup Inc.,NYSE,3/19/2020
ATRA,EOD/ATRA,Atara Biotherapeutics Inc.,NASDAQ,3/19/2020
ATRC,EOD/ATRC,AtriCure Inc.,NASDAQ,3/19/2020
ATRI,EOD/ATRI,Atrion Corporation,NASDAQ,3/19/2020
ATRO,EOD/ATRO,Astronics Corporation,NASDAQ,3/19/2020
ATRS,EOD/ATRS,Antares Pharma Inc.,NASDAQ,3/19/2020
ATSG,EOD/ATSG,Air Transport Services Group Inc,NASDAQ,3/19/2020
ATTO,EOD/ATTO,Atento S.A.,NYSE,3/19/2020
ATUS,EOD/ATUS,Altice USA Inc. Class A,NYSE,3/19/2020
ATV,EOD/ATV,Acorn International Inc. ADS,NYSE,3/19/2020
ATVI,EOD/ATVI,Activision Blizzard Inc,NASDAQ,3/19/2020
ATXI,EOD/ATXI,Avenue Therapeutics Inc.,NASDAQ,3/19/2020
AU,EOD/AU,AngloGold Ashanti Limited,NYSE,3/19/2020
AUB,EOD/AUB,Atlantic Union Bankshares Corporation,NASDAQ,3/19/2020
AUBN,EOD/AUBN,Auburn National Bancorporation Inc.,NASDAQ,3/19/2020
AUDC,EOD/AUDC,AudioCodes Ltd.,NASDAQ,3/19/2020
AUG,EOD/AUG,Auryn Resources Inc.,NYSE MKT,3/19/2020
AUMN,EOD/AUMN,Golden Minerals Company,NYSE MKT,3/19/2020
AUPH,EOD/AUPH,Aurinia Pharmaceuticals Inc,NASDAQ,3/19/2020
AUSF,EOD/AUSF,Global X Funds Adaptive U.S. Factor,NYSE Arca,3/19/2020
AUTL,EOD/AUTL,Autolus Therapeutics plc,NASDAQ,3/19/2020
AUTO,EOD/AUTO,AutoWeb Inc.,NASDAQ,3/19/2020
AUY,EOD/AUY,Yamana Gold Inc. (Canada),NYSE,3/19/2020
AVA,EOD/AVA,Avista Corporation,NYSE,3/19/2020
AVAL,EOD/AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),NYSE,3/19/2020
AVAV,EOD/AVAV,AeroVironment Inc.,NASDAQ,3/19/2020
AVB,EOD/AVB,AvalonBay Communities Inc.,NYSE,3/19/2020
AVCO,EOD/AVCO,Avalon GloboCare Corp.,NASDAQ,3/19/2020
AVD,EOD/AVD,American Vanguard Corporation ($0.10 Par Value),NYSE,3/19/2020
